gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
1636.7881459999999,0,0.917436386346817,0.7257210479043905,0.4824342169132516,1636.7862229999998-0 1636.790069-1,,,,,,,,,,,,,,,
1636.792058,0,0.8104904294013977,0.7245212565923376,0.4754535114765328,1636.7940469999999-0 1636.790069-1,,,,,,,,,,,,,,,
1636.7960369999998,0,0.8830540430545807,0.7286426732902316,0.469140263818258,1636.7940469999999-0 1636.7980269999998-1,,,,,,,,,,,,,,,
1636.7980269999998,0,0.99,0.735926335246182,0.470480864761452,1636.7980269999998-1,,,,,,,,,,,,,,,
1636.802003,0,0.5783288478851318,0.696220025614734,0.5569077887700504,1636.802003-0,,,,,,,,,,,,,,,
1636.806126,0,0.9192544221878052,0.7354865985940755,0.45325545994992744,1636.806126-1,,,,,,,,,,,,,,,
1636.8121059999999,0,0.5096881985664368,0.6945415648808142,0.558412150539803,1636.8121059999999-0,,,,,,,,,,,,,,,
1636.814199,0,0.9743000268936157,0.7350640371209334,0.437765818089904,1636.814199-1,,,,,,,,,,,,,,,
1636.82078,1,0.5662873387336731,0.6934129471620065,0.5571270613150474,1636.82078-0,,,,,,,,,,,,,,,
1636.830542,1,0.7953792214393616,0.7323294353789735,0.4356294478967573,1636.838884-0 1636.8221999999998-1,,,,,,,,,,,,,,,
1636.8308149999998,1,0.5744174718856812,0.6931057260641558,0.5590912459452606,1636.8308149999998-0,,,,,,,,,,,,,,,
1636.8345115,1,0.8036566078662872,0.7327217731800355,0.43522883379943367,1636.838884-0 1636.830139-1,,,,,,,,,,,,,,,
1636.838446,1,0.8036566078662872,0.7329688149967712,0.4348183668992429,1636.838884-0 1636.838008-1,,,,,,,,,,,,,,,
1636.8425164999999,1,0.8036566078662872,0.7331146208185102,0.4341777722102138,1636.838884-0 1636.846149-1,,,,,,,,,,,,,,,
1636.8485795,1,0.8035711348056793,0.7331404260716254,0.43440511905228396,1636.8510099999999-0 1636.846149-1,,,,,,,,,,,,,,,
1636.8538119999998,1,0.8035711348056793,0.7331432676375937,0.43465462601050486,1636.8510099999999-0 1636.8566139999998-1,,,,,,,,,,,,,,,
1636.8598104999999,1,0.826657235622406,0.7334208752325047,0.4363649279721977,1636.863007-0 1636.8566139999998-1,,,,,,,,,,,,,,,
1636.8625659999998,2,0.826657235622406,0.7334402426305682,0.43606581437964587,1636.863007-0 1636.8621249999999-1,,,,,,,,,,,,,,,
1636.8668855,2,0.826657235622406,0.7333758558500592,0.4364691843616988,1636.863007-0 1636.870764-1,,,,,,,,,,,,,,,
1636.8708969999998,2,0.8616932928562164,0.7333682403008537,0.4366062125243182,1636.8710299999998-0 1636.870764-1,,,,,,,,,,,,,,,
1636.8750304999999,2,0.8616932928562164,0.7334331332657775,0.4367924119697444,1636.8710299999998-0 1636.879031-1,,,,,,,,,,,,,,,
1636.8777049999999,2,0.8700911998748779,0.7335805199662329,0.4379954344402779,1636.8763789999998-0 1636.879031-1,,,,,,,,,,,,,,,
1636.881213,2,0.8952812552452087,0.7339413801045807,0.4405705661754802,1636.8833949999998-0 1636.879031-1,,,,,,,,,,,,,,,
1636.884728,2,0.8952812552452087,0.7337626919027798,0.4411023216461394,1636.8833949999998-0 1636.886061-1,,,,,,,,,,,,,,,
1636.8880915,2,0.9214384257793427,0.7338867812332637,0.44173115351104375,1636.8901219999998-0 1636.886061-1,,,,,,,,,,,,,,,
1636.892183,2,0.9214384257793427,0.7339199934203802,0.44177416995549446,1636.8901219999998-0 1636.8942439999998-1,,,,,,,,,,,,,,,
1636.8961194999997,3,0.9369566738605499,0.7339610788620206,0.44196949603497626,1636.8979949999998-0 1636.8942439999998-1,,,,,,,,,,,,,,,
1636.900185,3,0.9369566738605499,0.7339533807670222,0.44194199447148863,1636.8979949999998-0 1636.902375-1,,,,,,,,,,,,,,,
1636.9041659999998,3,0.9354925751686096,0.734155604854094,0.4428824916296803,1636.905957-0 1636.902375-1,,,,,,,,,,,,,,,
1636.9080545,3,0.9354925751686096,0.734169047357135,0.44297111408377177,1636.905957-0 1636.910152-1,,,,,,,,,,,,,,,
1636.9121249999998,3,0.9069918990135193,0.7340710119834342,0.4424203370027586,1636.914098-0 1636.910152-1,,,,,,,,,,,,,,,
1636.9161024999999,3,0.9069918990135193,0.7339769085900565,0.4427548760725515,1636.914098-0 1636.918107-1,,,,,,,,,,,,,,,
1636.920134,3,0.8962154388427734,0.7341086099238117,0.44334239766099404,1636.922161-0 1636.918107-1,,,,,,,,,,,,,,,
1636.9242015,3,0.8962154388427734,0.7340511364900528,0.4436305097184865,1636.922161-0 1636.926242-1,,,,,,,,,,,,,,,
1636.928206,4,0.8950856029987335,0.7341679489403223,0.44417131510664243,1636.9301699999999-0 1636.926242-1,,,,,,,,,,,,,,,
1636.9322479999998,4,0.8950856029987335,0.7338937962803669,0.4454644183246399,1636.9301699999999-0 1636.9343259999998-1,,,,,,,,,,,,,,,
1636.936275,4,0.9107495844364166,0.7339786782204787,0.445893175003236,1636.938224-0 1636.9343259999998-1,,,,,,,,,,,,,,,
1636.940236,4,0.9107495844364166,0.7339436865682483,0.4458349044569896,1636.938224-0 1636.9422479999998-1,,,,,,,,,,,,,,,
1636.9441924999999,4,0.9274895191192627,0.7340078926175495,0.44604551530253356,1636.946137-0 1636.9422479999998-1,,,,,,,,,,,,,,,
1636.9482249999999,4,0.9274895191192627,0.7339978826208811,0.44612238655479874,1636.946137-0 1636.9503129999998-1,,,,,,,,,,,,,,,
1636.952213,4,0.9283560216426849,0.7341453375437237,0.4468795713106497,1636.954113-0 1636.9503129999998-1,,,,,,,,,,,,,,,
1636.9562035,4,0.9283560216426849,0.7340568492582753,0.44729404784312465,1636.954113-0 1636.9582939999998-1,,,,,,,,,,,,,,,
1636.960145,5,0.9189147055149078,0.7339564959184643,0.44670827651944456,1636.961996-0 1636.9582939999998-1,,,,,,,,,,,,,,,
1636.964153,5,0.9189147055149078,0.7337471751182172,0.44678619903418126,1636.961996-0 1636.9663099999998-1,,,,,,,,,,,,,,,
