gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
8171.133372,0,0.9435248672962189,0.33903622295123625,0.5563784288588061,8171.133358-0 8171.1333859999995-1,,,,,,,,,,,,,,,
8171.137181,0,0.9435248672962189,0.3394835450303919,0.554560555728028,8171.140976-0 8171.1333859999995-1,,,,,,,,,,,,,,,
8171.1409625,0,0.9726282954216003,0.33895035127932793,0.5544925489099719,8171.140976-0 8171.140949-1,,,,,,,,,,,,,,,
8171.1449075,0,1.0,0.34214385189849494,0.5573437869260371,8171.140976-0 8171.1488389999995-1,,,,,,,,,,,,,,,
8171.1488389999995,0,1.0,0.34452478482864635,0.5613763080644221,8171.1488389999995-0 8171.1488389999995-1,,,,,,,,,,,,,,,
8171.152931999999,0,1.0,0.3483577146998531,0.5637857998136839,8171.1488389999995-0 8171.1570249999995-1,,,,,,,,,,,,,,,
8171.15702,0,1.0,0.3520573292971445,0.571332262930254,8171.157015-0 8171.1570249999995-1,,,,,,,,,,,,,,,
8171.160959999999,1,1.0,0.35275442097751686,0.5761351499242506,8171.164895-0 8171.1570249999995-1,,,,,,,,,,,,,,,
8171.1648705,1,1.0,0.35510716360268724,0.5770020974341028,8171.164895-0 8171.164846-1,,,,,,,,,,,,,,,
8171.169244,1,1.0,0.3553224765163936,0.57879602744159,8171.164895-0 8171.1735929999995-1,,,,,,,,,,,,,,,
8171.173592499999,1,1.0,0.35622526704019464,0.5821662080862033,8171.173592-0 8171.1735929999995-1,,,,,,,,,,,,,,,
8171.1772495,1,1.0,0.3560833302585227,0.5863208098233508,8171.180906-0 8171.1735929999995-1,,,,,,,,,,,,,,,
8171.1808925,1,1.0,0.3563028891757458,0.5864568514508055,8171.180906-0 8171.180879-1,,,,,,,,,,,,,,,
8171.186707999999,1,1.0,0.3565792670208001,0.586203102346659,8171.180906-0 8171.19251-1,,,,,,,,,,,,,,,
8171.1925145,1,1.0,0.35710821710595475,0.5846250282982286,8171.192518999999-0 8171.19251-1,,,,,,,,,,,,,,,
8171.1963184999995,1,1.0,0.3575151236110443,0.5842405129207471,8171.192518999999-0 8171.200118-1,,,,,,,,,,,,,,,
8171.2001185,1,1.0,0.35697443537507567,0.5829994718777569,8171.200119-0 8171.200118-1,,,,,,,,,,,,,,,
8171.204583,2,1.0,0.3573604494807281,0.582910640491709,8171.200119-0 8171.209046999999-1,,,,,,,,,,,,,,,
8171.209378,2,1.0,0.3576062249698051,0.5842221265049727,8171.209709-0 8171.209046999999-1,,,,,,,,,,,,,,,
8171.213318,2,1.0,0.35703844020239295,0.584565571734839,8171.209709-0 8171.2169269999995-1,,,,,,,,,,,,,,,
8171.2166695,2,1.0,0.35790959651139254,0.5822206351860015,8171.216412-0 8171.2169269999995-1,,,,,,,,,,,,,,,
8171.21963,2,1.0,0.35726838809024386,0.5822431761026592,8171.222333-0 8171.2169269999995-1,,,,,,,,,,,,,,,
8171.222296,2,1.0,0.35799048790553734,0.5816110009521984,8171.222333-0 8171.222259-1,,,,,,,,,,,,,,,
8171.226197,2,1.0,0.35850093313257325,0.581553020638315,8171.222333-0 8171.230060999999-1,,,,,,,,,,,,,,,
8171.2300595,2,1.0,0.3587172217238379,0.5822250302347243,8171.230058-0 8171.230060999999-1,,,,,,,,,,,,,,,
8171.233706499999,2,1.0,0.359099931778605,0.5815911360661392,8171.237352-0 8171.230060999999-1,,,,,,,,,,,,,,,
8171.237362,3,1.0,0.35912411035344505,0.5814517266456019,8171.237352-0 8171.237372-1,,,,,,,,,,,,,,,
8171.2411864999995,3,1.0,0.35901545028402104,0.582042680246798,8171.245000999999-0 8171.237372-1,,,,,,,,,,,,,,,
8171.244935499999,3,1.0,0.359238890572529,0.5819245459525435,8171.245000999999-0 8171.2448699999995-1,,,,,,,,,,,,,,,
8171.248960499999,3,1.0,0.35965662240078267,0.5816956406289746,8171.245000999999-0 8171.25292-1,,,,,,,,,,,,,,,
