id,start_timestamp,duration,end_timestamp,start_frame_index,index,end_frame_index,confidence,filter_response,base_data
1,8194.321646,0.10801100000026054,8194.429657,669,670,672,0.2799701859306026,0.5230788151423135 0.4306989890557747 0.47758988219278825 0.38913195241744303 0.39063325544562033 0.3875638038839398 0.2949712112913472 0.28900857234806354 0.20197512284836816 0.10938253025577557 0.11033744357614035 0.11248640625928824 0.021282199006715186 0.02946662315979583 -0.06312596943279669 -0.06312596943279672 -0.1556419479810585 -0.24823454057365116 -0.24823454057365116 -0.23262678563231126 -0.32207239327243636 -0.414202022902066 -0.40942405066744597 -0.4089610877044831 -0.49591974121189225 -0.4500489779277035,8194.321646 8194.325502 8194.330239 8194.333543 8194.341464000001 8194.341533 8194.349661 8194.349695 8194.357665000001 8194.357669 8194.365579000001 8194.367381 8194.374069000001 8194.375013 8194.381425000001 8194.381489000001 8194.389634000001 8194.389635000001 8194.39753 8194.397601 8194.405703 8194.405708 8194.413921000001 8194.413923 8194.421477 8194.421493
